"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
3848,"40-49",3242,"13.31",4,"0.94","0.12","2020-10-07 14:37:21.512","null"
3849,"30-39",2979,"12.23",2,"0.47","0.07","2020-10-07 14:37:21.512","null"
3850,"20-29",4836,"19.86",,"0.00",,"2020-10-07 14:37:21.512","null"
3851,"10-19",1334,"5.48",,"0.00",,"2020-10-07 14:37:21.512","null"
3852,"0-9",594,"2.44",,"0.00",,"2020-10-07 14:37:21.512","null"
3886,"남성",11389,"46.39",230,"53.49","2.02","2020-10-10 14:04:08.73","null"
3887,"여성",13159,"53.61",200,"46.51","1.52","2020-10-10 14:04:08.73","null"
3888,"80 이상",1008,"4.11",216,"50.23","21.43","2020-10-10 14:04:08.731","null"
3889,"70-79",1985,"8.09",142,"33.02","7.15","2020-10-10 14:04:08.731","null"
3890,"60-69",3933,"16.02",46,"10.70","1.17","2020-10-10 14:04:08.731","null"
3891,"50-59",4543,"18.51",20,"4.65","0.44","2020-10-10 14:04:08.731","null"
3892,"40-49",3263,"13.29",4,"0.93","0.12","2020-10-10 14:04:08.731","null"
3893,"30-39",3000,"12.22",2,"0.47","0.07","2020-10-10 14:04:08.731","null"
3894,"20-29",4861,"19.8",,"0.00",,"2020-10-10 14:04:08.731","null"
3895,"10-19",1353,"5.51",,"0.00",,"2020-10-10 14:04:08.731","null"
3896,"0-9",602,"2.45",,"0.00",,"2020-10-10 14:04:08.732","null"
3908,"남성",11423,"46.42",231,"53.47","2.02","2020-10-11 14:18:46.89","null"
3909,"여성",13183,"53.58",201,"46.53","1.52","2020-10-11 14:18:46.89","null"
3910,"80 이상",1011,"4.11",218,"50.46","21.56","2020-10-11 14:18:46.891","null"
3911,"70-79",1991,"8.09",142,"32.87","7.13","2020-10-11 14:18:46.891","null"
3912,"60-69",3939,"16.01",46,"10.65","1.17","2020-10-11 14:18:46.891","null"
3913,"50-59",4549,"18.49",20,"4.63","0.44","2020-10-11 14:18:46.891","null"
3914,"40-49",3271,"13.29",4,"0.93","0.12","2020-10-11 14:18:46.891","null"
3915,"30-39",3014,"12.25",2,"0.46","0.07","2020-10-11 14:18:46.891","null"
3916,"20-29",4872,"19.8",,"0.00",,"2020-10-11 14:18:46.891","null"
3917,"10-19",1353,"5.5",,"0.00",,"2020-10-11 14:18:46.891","null"
3918,"0-9",606,"2.46",,"0.00",,"2020-10-11 14:18:46.892","null"
3952,"남성",11543,"46.53",232,"53.46","2.01","2020-10-13 14:23:02.916","null"
3953,"여성",13262,"53.47",202,"46.54","1.52","2020-10-13 14:23:02.917","null"
3954,"80 이상",1014,"4.09",218,"50.23","21.5","2020-10-13 14:23:02.917","null"
3955,"70-79",2006,"8.09",142,"32.72","7.08","2020-10-13 14:23:02.917","null"
3956,"60-69",3962,"15.97",47,"10.83","1.19","2020-10-13 14:23:02.917","null"
3957,"50-59",4574,"18.44",21,"4.84","0.46","2020-10-13 14:23:02.917","null"
3958,"40-49",3307,"13.33",4,"0.92","0.12","2020-10-13 14:23:02.917","null"
3959,"30-39",3049,"12.29",2,"0.46","0.07","2020-10-13 14:23:02.918","null"
3960,"20-29",4912,"19.8",,"0.00",,"2020-10-13 14:23:02.918","null"
3961,"10-19",1362,"5.49",,"0.00",,"2020-10-13 14:23:02.918","null"
3962,"0-9",619,"2.5",,"0.00",,"2020-10-13 14:23:02.918","null"
3974,"남성",11594,"46.58",233,"53.20","2.01","2020-10-14 14:13:30.102","null"
3975,"여성",13295,"53.42",205,"46.80","1.54","2020-10-14 14:13:30.103","null"
3976,"80 이상",1016,"4.08",221,"50.46","21.75","2020-10-14 14:13:30.103","null"
3977,"70-79",2008,"8.07",143,"32.65","7.12","2020-10-14 14:13:30.104","null"
3978,"60-69",3970,"15.95",47,"10.73","1.18","2020-10-14 14:13:30.104","null"
3979,"50-59",4583,"18.41",21,"4.79","0.46","2020-10-14 14:13:30.104","null"
3980,"40-49",3318,"13.33",4,"0.91","0.12","2020-10-14 14:13:30.104","null"
3981,"30-39",3060,"12.29",2,"0.46","0.07","2020-10-14 14:13:30.104","null"
3982,"20-29",4942,"19.86",,"0.00",,"2020-10-14 14:13:30.104","null"
3983,"10-19",1369,"5.5",,"0.00",,"2020-10-14 14:13:30.104","null"
3984,"0-9",623,"2.5",,"0.00",,"2020-10-14 14:13:30.104","null"
3996,"남성",11615,"46.48",233,"53.08","2.01","2020-10-15 14:14:05.302","null"
3997,"여성",13373,"53.52",206,"46.92","1.54","2020-10-15 14:14:05.303","null"
3998,"80 이상",1047,"4.19",222,"50.57","21.2","2020-10-15 14:14:05.303","null"
3999,"70-79",2019,"8.08",143,"32.57","7.08","2020-10-15 14:14:05.303","null"
4000,"60-69",3983,"15.94",47,"10.71","1.18","2020-10-15 14:14:05.303","null"
4001,"50-59",4588,"18.36",21,"4.78","0.46","2020-10-15 14:14:05.303","null"
4002,"40-49",3326,"13.31",4,"0.91","0.12","2020-10-15 14:14:05.303","null"
4003,"30-39",3070,"12.29",2,"0.46","0.07","2020-10-15 14:14:05.303","null"
4004,"20-29",4955,"19.83",,"0.00",,"2020-10-15 14:14:05.304","null"
4005,"10-19",1372,"5.49",,"0.00",,"2020-10-15 14:14:05.304","null"
4006,"0-9",628,"2.51",,"0.00",,"2020-10-15 14:14:05.304","null"
4018,"남성",11636,"46.48",234,"53.06","2.01","2020-10-16 14:19:02.328","null"
4019,"여성",13399,"53.52",207,"46.94","1.54","2020-10-16 14:19:02.329","null"
4020,"80 이상",1049,"4.19",223,"50.57","21.26","2020-10-16 14:19:02.33","null"
4021,"70-79",2021,"8.07",144,"32.65","7.13","2020-10-16 14:19:02.33","null"
4022,"60-69",3990,"15.94",47,"10.66","1.18","2020-10-16 14:19:02.33","null"
4023,"50-59",4596,"18.36",21,"4.76","0.46","2020-10-16 14:19:02.33","null"
4024,"40-49",3336,"13.33",4,"0.91","0.12","2020-10-16 14:19:02.33","null"
4025,"30-39",3079,"12.3",2,"0.45","0.06","2020-10-16 14:19:02.331","null"
4026,"20-29",4962,"19.82",,"0.00",,"2020-10-16 14:19:02.331","null"
4027,"10-19",1374,"5.49",,"0.00",,"2020-10-16 14:19:02.331","null"
4028,"0-9",628,"2.51",,"0.00",,"2020-10-16 14:19:02.331","null"
4062,"남성",11711,"46.47",235,"52.93","2.01","2020-10-18 14:12:52.595","null"
4063,"여성",13488,"53.53",209,"47.07","1.55","2020-10-18 14:12:52.595","null"
4064,"80 이상",1054,"4.18",224,"50.45","21.25","2020-10-18 14:12:52.595","null"
4065,"70-79",2031,"8.06",146,"32.88","7.19","2020-10-18 14:12:52.596","null"
4066,"60-69",4022,"15.96",47,"10.59","1.17","2020-10-18 14:12:52.596","null"
4067,"50-59",4637,"18.4",21,"4.73","0.45","2020-10-18 14:12:52.596","null"
4068,"40-49",3355,"13.31",4,"0.90","0.12","2020-10-18 14:12:52.596","null"
4069,"30-39",3109,"12.34",2,"0.45","0.06","2020-10-18 14:12:52.596","null"
4070,"20-29",4979,"19.76",,"0.00",,"2020-10-18 14:12:52.596","null"
4071,"10-19",1380,"5.48",,"0.00",,"2020-10-18 14:12:52.596","null"
4072,"0-9",632,"2.51",,"0.00",,"2020-10-18 14:12:52.596","null"
4084,"남성",11745,"46.47",235,"52.93","2","2020-10-19 14:22:32.404","null"
4085,"여성",13530,"53.53",209,"47.07","1.54","2020-10-19 14:22:32.404","null"
4086,"80 이상",1063,"4.21",224,"50.45","21.07","2020-10-19 14:22:32.404","null"
4087,"70-79",2038,"8.06",146,"32.88","7.16","2020-10-19 14:22:32.404","null"
4088,"60-69",4029,"15.94",47,"10.59","1.17","2020-10-19 14:22:32.404","null"
4089,"50-59",4650,"18.4",21,"4.73","0.45","2020-10-19 14:22:32.404","null"
4090,"40-49",3370,"13.33",4,"0.90","0.12","2020-10-19 14:22:32.404","null"
4091,"30-39",3116,"12.33",2,"0.45","0.06","2020-10-19 14:22:32.404","null"
4092,"20-29",4992,"19.75",,"0.00",,"2020-10-19 14:22:32.405","null"
4093,"10-19",1383,"5.47",,"0.00",,"2020-10-19 14:22:32.405","null"
4094,"0-9",634,"2.51",,"0.00",,"2020-10-19 14:22:32.405","null"
4106,"남성",11783,"46.51",237,"53.02","2.01","2020-10-20 14:15:45.196","null"
4107,"여성",13550,"53.49",210,"46.98","1.55","2020-10-20 14:15:45.196","null"
4108,"80 이상",1064,"4.2",225,"50.34","21.15","2020-10-20 14:15:45.196","null"
4109,"70-79",2041,"8.06",146,"32.66","7.15","2020-10-20 14:15:45.196","null"
4110,"60-69",4038,"15.94",49,"10.96","1.21","2020-10-20 14:15:45.197","null"
4111,"50-59",4659,"18.39",21,"4.70","0.45","2020-10-20 14:15:45.197","null"
4112,"40-49",3382,"13.35",4,"0.89","0.12","2020-10-20 14:15:45.197","null"
4113,"30-39",3123,"12.33",2,"0.45","0.06","2020-10-20 14:15:45.197","null"
4114,"20-29",5003,"19.75",,"0.00",,"2020-10-20 14:15:45.197","null"
4115,"10-19",1386,"5.47",,"0.00",,"2020-10-20 14:15:45.197","null"
4116,"0-9",637,"2.51",,"0.00",,"2020-10-20 14:15:45.197","null"
4128,"남성",11830,"46.53",240,"53.33","2.03","2020-10-21 14:10:54.378","null"
4129,"여성",13594,"53.47",210,"46.67","1.54","2020-10-21 14:10:54.378","null"
4130,"80 이상",1074,"4.22",227,"50.44","21.14","2020-10-21 14:10:54.379","null"
4131,"70-79",2046,"8.05",147,"32.67","7.18","2020-10-21 14:10:54.379","null"
4132,"60-69",4052,"15.94",49,"10.89","1.21","2020-10-21 14:10:54.379","null"
4133,"50-59",4674,"18.38",21,"4.67","0.45","2020-10-21 14:10:54.379","null"
4134,"40-49",3400,"13.37",4,"0.89","0.12","2020-10-21 14:10:54.379","null"
4135,"30-39",3135,"12.33",2,"0.44","0.06","2020-10-21 14:10:54.379","null"
4136,"20-29",5015,"19.73",,"0.00",,"2020-10-21 14:10:54.379","null"
4137,"10-19",1390,"5.47",,"0.00",,"2020-10-21 14:10:54.379","null"
4138,"0-9",638,"2.51",,"0.00",,"2020-10-21 14:10:54.38","null"
4150,"남성",11889,"46.55",241,"53.20","2.03","2020-10-22 14:09:11.48","null"
4151,"여성",13654,"53.45",212,"46.80","1.55","2020-10-22 14:09:11.48","null"
4152,"80 이상",1082,"4.24",229,"50.55","21.16","2020-10-22 14:09:11.48","null"
4153,"70-79",2057,"8.05",147,"32.45","7.15","2020-10-22 14:09:11.48","null"
4154,"60-69",4078,"15.97",50,"11.04","1.23","2020-10-22 14:09:11.48","null"
4155,"50-59",4698,"18.39",21,"4.64","0.45","2020-10-22 14:09:11.481","null"
4156,"40-49",3418,"13.38",4,"0.88","0.12","2020-10-22 14:09:11.481","null"
4157,"30-39",3145,"12.31",2,"0.44","0.06","2020-10-22 14:09:11.481","null"
4158,"20-29",5033,"19.7",,"0.00",,"2020-10-22 14:09:11.481","null"
4159,"10-19",1392,"5.45",,"0.00",,"2020-10-22 14:09:11.481","null"
4160,"0-9",640,"2.51",,"0.00",,"2020-10-22 14:09:11.481","null"
4172,"남성",11962,"46.55",242,"53.19","2.02","2020-10-23 14:22:53.891","null"
4173,"여성",13736,"53.45",213,"46.81","1.55","2020-10-23 14:22:53.891","null"
4174,"80 이상",1110,"4.32",229,"50.33","20.63","2020-10-23 14:22:53.892","null"
4175,"70-79",2070,"8.06",147,"32.31","7.1","2020-10-23 14:22:53.892","null"
4176,"60-69",4104,"15.97",52,"11.43","1.27","2020-10-23 14:22:53.892","null"
4177,"50-59",4724,"18.38",21,"4.62","0.44","2020-10-23 14:22:53.892","null"
4178,"40-49",3439,"13.38",4,"0.88","0.12","2020-10-23 14:22:53.892","null"
4179,"30-39",3163,"12.31",2,"0.44","0.06","2020-10-23 14:22:53.892","null"
4180,"20-29",5043,"19.62",,"0.00",,"2020-10-23 14:22:53.892","null"
4181,"10-19",1403,"5.46",,"0.00",,"2020-10-23 14:22:53.893","null"
4182,"0-9",642,"2.5",,"0.00",,"2020-10-23 14:22:53.893","null"
4194,"남성",12003,"46.57",244,"53.39","2.03","2020-10-24 14:20:40.205","null"
4195,"여성",13772,"53.43",213,"46.61","1.55","2020-10-24 14:20:40.205","null"
4196,"80 이상",1115,"4.33",230,"50.33","20.63","2020-10-24 14:20:40.205","null"
4197,"70-79",2075,"8.05",147,"32.17","7.08","2020-10-24 14:20:40.205","null"
4198,"60-69",4118,"15.98",53,"11.60","1.29","2020-10-24 14:20:40.205","null"
4199,"50-59",4738,"18.38",21,"4.60","0.44","2020-10-24 14:20:40.205","null"
4200,"40-49",3448,"13.38",4,"0.88","0.12","2020-10-24 14:20:40.205","null"
4201,"30-39",3167,"12.29",2,"0.44","0.06","2020-10-24 14:20:40.206","null"
4202,"20-29",5055,"19.61",,"0.00",,"2020-10-24 14:20:40.206","null"
4203,"10-19",1410,"5.47",,"0.00",,"2020-10-24 14:20:40.206","null"
4204,"0-9",649,"2.52",,"0.00",,"2020-10-24 14:20:40.206","null"
4216,"남성",12029,"46.56",244,"53.39","2.03","2020-10-25 14:12:54.029","null"
4217,"여성",13807,"53.44",213,"46.61","1.54","2020-10-25 14:12:54.029","null"
4218,"80 이상",1119,"4.33",230,"50.33","20.55","2020-10-25 14:12:54.029","null"
4219,"70-79",2076,"8.04",147,"32.17","7.08","2020-10-25 14:12:54.029","null"
4220,"60-69",4124,"15.96",53,"11.60","1.29","2020-10-25 14:12:54.029","null"
4221,"50-59",4747,"18.37",21,"4.60","0.44","2020-10-25 14:12:54.03","null"
4222,"40-49",3459,"13.39",4,"0.88","0.12","2020-10-25 14:12:54.03","null"
4223,"30-39",3175,"12.29",2,"0.44","0.06","2020-10-25 14:12:54.03","null"
4224,"20-29",5065,"19.6",,"0.00",,"2020-10-25 14:12:54.03","null"
4225,"10-19",1417,"5.48",,"0.00",,"2020-10-25 14:12:54.03","null"
4226,"0-9",654,"2.53",,"0.00",,"2020-10-25 14:12:54.03","null"
4238,"남성",12080,"46.54",244,"53.39","2.02","2020-10-26 14:21:24.95","null"
4239,"여성",13875,"53.46",213,"46.61","1.54","2020-10-26 14:21:24.95","null"
4240,"80 이상",1123,"4.33",230,"50.33","20.48","2020-10-26 14:21:24.95","null"
4241,"70-79",2079,"8.01",147,"32.17","7.07","2020-10-26 14:21:24.95","null"
4242,"60-69",4135,"15.93",53,"11.60","1.28","2020-10-26 14:21:24.95","null"
4243,"50-59",4769,"18.37",21,"4.60","0.44","2020-10-26 14:21:24.95","null"
4244,"40-49",3481,"13.41",4,"0.88","0.11","2020-10-26 14:21:24.95","null"
4245,"30-39",3200,"12.33",2,"0.44","0.06","2020-10-26 14:21:24.95","null"
4246,"20-29",5086,"19.6",,"0.00",,"2020-10-26 14:21:24.951","null"
4247,"10-19",1422,"5.48",,"0.00",,"2020-10-26 14:21:24.951","null"
4248,"0-9",660,"2.54",,"0.00",,"2020-10-26 14:21:24.951","null"
4260,"남성",12121,"46.54",246,"53.48","2.03","2020-10-27 14:08:51.287","null"
4261,"여성",13922,"53.46",214,"46.52","1.54","2020-10-27 14:08:51.287","null"
4262,"80 이상",1127,"4.33",231,"50.22","20.5","2020-10-27 14:08:51.287","null"
4263,"70-79",2083,"8",149,"32.39","7.15","2020-10-27 14:08:51.287","null"
4264,"60-69",4148,"15.93",53,"11.52","1.28","2020-10-27 14:08:51.287","null"
4265,"50-59",4792,"18.4",21,"4.57","0.44","2020-10-27 14:08:51.287","null"
4266,"40-49",3495,"13.42",4,"0.87","0.11","2020-10-27 14:08:51.288","null"
4267,"30-39",3209,"12.32",2,"0.43","0.06","2020-10-27 14:08:51.288","null"
4268,"20-29",5098,"19.58",,"0.00",,"2020-10-27 14:08:51.288","null"
4269,"10-19",1429,"5.49",,"0.00",,"2020-10-27 14:08:51.288","null"
4270,"0-9",662,"2.54",,"0.00",,"2020-10-27 14:08:51.288","null"
4282,"남성",12167,"46.53",247,"53.58","2.03","2020-10-28 14:21:30.205","null"
4283,"여성",13979,"53.47",214,"46.42","1.53","2020-10-28 14:21:30.205","null"
4284,"80 이상",1132,"4.33",231,"50.11","20.41","2020-10-28 14:21:30.206","null"
4285,"70-79",2090,"7.99",150,"32.54","7.18","2020-10-28 14:21:30.206","null"
4286,"60-69",4157,"15.9",53,"11.50","1.27","2020-10-28 14:21:30.206","null"
4287,"50-59",4812,"18.4",21,"4.56","0.44","2020-10-28 14:21:30.206","null"
4288,"40-49",3512,"13.43",4,"0.87","0.11","2020-10-28 14:21:30.206","null"
4289,"30-39",3224,"12.33",2,"0.43","0.06","2020-10-28 14:21:30.206","null"
4290,"20-29",5118,"19.57",,"0.00",,"2020-10-28 14:21:30.206","null"
4291,"10-19",1435,"5.49",,"0.00",,"2020-10-28 14:21:30.206","null"
4292,"0-9",666,"2.55",,"0.00",,"2020-10-28 14:21:30.207","null"
4304,"남성",12235,"46.57",247,"53.46","2.02","2020-10-29 14:11:07.107","null"
4305,"여성",14036,"53.43",215,"46.54","1.53","2020-10-29 14:11:07.107","null"
4306,"80 이상",1136,"4.32",231,"50.00","20.33","2020-10-29 14:11:07.107","null"
4307,"70-79",2100,"7.99",151,"32.68","7.19","2020-10-29 14:11:07.107","null"
4308,"60-69",4182,"15.92",53,"11.47","1.27","2020-10-29 14:11:07.107","null"
4309,"50-59",4829,"18.38",21,"4.55","0.43","2020-10-29 14:11:07.108","null"
4310,"40-49",3526,"13.42",4,"0.87","0.11","2020-10-29 14:11:07.108","null"
4311,"30-39",3247,"12.36",2,"0.43","0.06","2020-10-29 14:11:07.108","null"
4312,"20-29",5131,"19.53",,"0.00",,"2020-10-29 14:11:07.108","null"
4313,"10-19",1443,"5.49",,"0.00",,"2020-10-29 14:11:07.108","null"
4314,"0-9",677,"2.58",,"0.00",,"2020-10-29 14:11:07.108","null"
4326,"남성",12289,"46.58",248,"53.56","2.02","2020-10-30 14:10:38.512","null"
4327,"여성",14096,"53.42",215,"46.44","1.53","2020-10-30 14:10:38.513","null"
4328,"80 이상",1140,"4.32",231,"49.89","20.26","2020-10-30 14:10:38.513","null"
4329,"70-79",2106,"7.98",152,"32.83","7.22","2020-10-30 14:10:38.513","null"
4330,"60-69",4202,"15.93",53,"11.45","1.26","2020-10-30 14:10:38.513","null"
4331,"50-59",4845,"18.36",21,"4.54","0.43","2020-10-30 14:10:38.513","null"
4332,"40-49",3545,"13.44",4,"0.86","0.11","2020-10-30 14:10:38.513","null"
4333,"30-39",3263,"12.37",2,"0.43","0.06","2020-10-30 14:10:38.513","null"
4334,"20-29",5147,"19.51",,"0.00",,"2020-10-30 14:10:38.514","null"
4335,"10-19",1452,"5.5",,"0.00",,"2020-10-30 14:10:38.514","null"
4336,"0-9",685,"2.6",,"0.00",,"2020-10-30 14:10:38.514","null"
4348,"남성",12352,"46.59",248,"53.45","2.01","2020-10-31 14:21:29.641","null"
4349,"여성",14159,"53.41",216,"46.55","1.53","2020-10-31 14:21:29.641","null"
4350,"80 이상",1150,"4.34",232,"50.00","20.17","2020-10-31 14:21:29.641","null"
4351,"70-79",2116,"7.98",152,"32.76","7.18","2020-10-31 14:21:29.641","null"
4352,"60-69",4209,"15.88",53,"11.42","1.26","2020-10-31 14:21:29.641","null"
4353,"50-59",4871,"18.37",21,"4.53","0.43","2020-10-31 14:21:29.641","null"
4354,"40-49",3563,"13.44",4,"0.86","0.11","2020-10-31 14:21:29.642","null"
4355,"30-39",3285,"12.39",2,"0.43","0.06","2020-10-31 14:21:29.642","null"
4356,"20-29",5168,"19.49",,"0.00",,"2020-10-31 14:21:29.642","null"
4357,"10-19",1457,"5.5",,"0.00",,"2020-10-31 14:21:29.642","null"
4358,"0-9",692,"2.61",,"0.00",,"2020-10-31 14:21:29.642","null"
4392,"남성",12460,"46.61",249,"53.21","2","2020-11-02 14:28:25.518","null"
4393,"여성",14272,"53.39",219,"46.79","1.53","2020-11-02 14:28:25.519","null"
4394,"80 이상",1157,"4.33",236,"50.43","20.4","2020-11-02 14:28:25.519","null"
4395,"70-79",2130,"7.97",152,"32.48","7.14","2020-11-02 14:28:25.519","null"
4396,"60-69",4242,"15.87",53,"11.32","1.25","2020-11-02 14:28:25.519","null"
4397,"50-59",4894,"18.31",21,"4.49","0.43","2020-11-02 14:28:25.519","null"
4398,"40-49",3607,"13.49",4,"0.85","0.11","2020-11-02 14:28:25.519","null"
4399,"30-39",3317,"12.41",2,"0.43","0.06","2020-11-02 14:28:25.519","null"
4400,"20-29",5201,"19.46",,"0.00",,"2020-11-02 14:28:25.52","null"
4401,"10-19",1480,"5.54",,"0.00",,"2020-11-02 14:28:25.52","null"
4402,"0-9",704,"2.63",,"0.00",,"2020-11-02 14:28:25.52","null"
4414,"남성",12503,"46.64",249,"52.75","1.99","2020-11-03 14:14:40.994","null"
4415,"여성",14304,"53.36",223,"47.25","1.56","2020-11-03 14:14:40.994","null"
4416,"80 이상",1158,"4.32",237,"50.21","20.47","2020-11-03 14:14:40.994","null"
4417,"70-79",2133,"7.96",153,"32.42","7.17","2020-11-03 14:14:40.994","null"
4418,"60-69",4253,"15.87",54,"11.44","1.27","2020-11-03 14:14:40.994","null"
4419,"50-59",4909,"18.31",22,"4.66","0.45","2020-11-03 14:14:40.994","null"
4420,"40-49",3614,"13.48",4,"0.85","0.11","2020-11-03 14:14:40.994","null"
4421,"30-39",3330,"12.42",2,"0.42","0.06","2020-11-03 14:14:40.994","null"
4422,"20-29",5218,"19.47",,"0.00",,"2020-11-03 14:14:40.995","null"
4423,"10-19",1485,"5.54",,"0.00",,"2020-11-03 14:14:40.995","null"
4424,"0-9",707,"2.64",,"0.00",,"2020-11-03 14:14:40.995","null"
4436,"남성",12564,"46.66",249,"52.53","1.98","2020-11-04 14:11:34.467","null"
4437,"여성",14361,"53.34",225,"47.47","1.57","2020-11-04 14:11:34.467","null"
4438,"80 이상",1163,"4.32",238,"50.21","20.46","2020-11-04 14:11:34.468","null"
4439,"70-79",2143,"7.96",154,"32.49","7.19","2020-11-04 14:11:34.468","null"
4440,"60-69",4276,"15.88",54,"11.39","1.26","2020-11-04 14:11:34.468","null"
4441,"50-59",4929,"18.31",22,"4.64","0.45","2020-11-04 14:11:34.468","null"
4442,"40-49",3625,"13.46",4,"0.84","0.11","2020-11-04 14:11:34.468","null"
4443,"30-39",3355,"12.46",2,"0.42","0.06","2020-11-04 14:11:34.468","null"
4444,"20-29",5237,"19.45",,"0.00",,"2020-11-04 14:11:34.468","null"
4445,"10-19",1488,"5.53",,"0.00",,"2020-11-04 14:11:34.468","null"
4446,"0-9",709,"2.63",,"0.00",,"2020-11-04 14:11:34.468","null"
4469,"남성",12627,"46.68",250,"52.63","1.98","2020-11-05 14:16:11.67","null"
4470,"여성",14423,"53.32",225,"47.37","1.56","2020-11-05 14:16:11.67","null"
4471,"80 이상",1165,"4.31",239,"50.32","20.52","2020-11-05 14:16:11.67","null"
4472,"70-79",2149,"7.94",154,"32.42","7.17","2020-11-05 14:16:11.671","null"
4473,"60-69",4291,"15.86",54,"11.37","1.26","2020-11-05 14:16:11.671","null"
4474,"50-59",4958,"18.33",22,"4.63","0.44","2020-11-05 14:16:11.671","null"
4475,"40-49",3648,"13.49",4,"0.84","0.11","2020-11-05 14:16:11.671","null"
4476,"30-39",3375,"12.48",2,"0.42","0.06","2020-11-05 14:16:11.671","null"
4477,"20-29",5258,"19.44",,"0.00",,"2020-11-05 14:16:11.671","null"
4478,"10-19",1496,"5.53",,"0.00",,"2020-11-05 14:16:11.671","null"
4479,"0-9",710,"2.62",,"0.00",,"2020-11-05 14:16:11.671","null"
4491,"남성",12701,"46.7",251,"52.73","1.98","2020-11-06 13:58:22.92","null"
4492,"여성",14494,"53.3",225,"47.27","1.55","2020-11-06 13:58:22.92","null"
4493,"80 이상",1170,"4.3",239,"50.21","20.43","2020-11-06 13:58:22.92","null"
4494,"70-79",2158,"7.94",155,"32.56","7.18","2020-11-06 13:58:22.92","null"
4495,"60-69",4304,"15.83",54,"11.34","1.25","2020-11-06 13:58:22.92","null"
4496,"50-59",4986,"18.33",22,"4.62","0.44","2020-11-06 13:58:22.92","null"
4497,"40-49",3674,"13.51",4,"0.84","0.11","2020-11-06 13:58:22.921","null"
4498,"30-39",3399,"12.5",2,"0.42","0.06","2020-11-06 13:58:22.921","null"
4499,"20-29",5282,"19.42",,"0.00",,"2020-11-06 13:58:22.921","null"
4500,"10-19",1503,"5.53",,"0.00",,"2020-11-06 13:58:22.921","null"
4501,"0-9",719,"2.64",,"0.00",,"2020-11-06 13:58:22.921","null"
4513,"남성",12701,"46.7",251,"52.73","1.98","2020-11-06 14:12:18.207","null"
